episode,ignition_row,ignition_col,seed,device,n_ticks,total_reward,mean_reward_per_tick,buildings_destroyed,contained,timeout,first_building_loss_tick,peak_active_fire,final_active_fire,peak_blaze,policy_loss,value_loss,classification_loss,aux_target_loss,entropy,resource_entropy,target_entropy,grad_norm,actions_per_tick,max_actions_tick,noop_ticks,dispatch_attempts,successful_dispatches,wasted_dispatches,unavailable_resource_attempts,unreachable_zone_attempts,mean_response_ticks,mean_traffic_delay_s,traffic_mean_load,traffic_max_load,water_team_dispatches,trench_crew_dispatches,rescue_vehicle_dispatches,helicopter_dispatches,water_team_effect_success,trench_crew_effect_success,rescue_vehicle_effect_success,helicopter_effect_success
79,59,587,,cpu,6,-236.61245511916778,-39.43540918652796,0,True,False,,10,0,9,0.012819340142110983,0.0006335230388193244,0.015302047288666168,1.732867956161499,1.732867956161499,2.6450953086217246,1.732867956161499,,2.5,10,4,15,15,0,0,0,9.4,195.433414235002,2.2440853,10.6,3,4,3,5,0,0,0,2
80,286,320,,cpu,150,-62515.89324257713,-416.77262161718085,197,False,True,2,117,87,90,-1.2982040536403656,1.262619817679127,0.07327849376325805,1.0223143100738525,1.0349928085009257,0.2068844043215116,1.0349928085009257,,0.9266666666666666,10,72,139,139,0,0,0,7.258992805755396,131.8511100265194,1.7855221,8.4,37,36,26,40,15,8,3,5
81,264,398,,cpu,5,-1422.1740765561653,-284.4348153112331,4,True,False,2,6,0,5,0.7779298067092896,0.013938237726688386,0.013912299647927284,4.808312797546387,4.827345848083496,3.1093544006347655,4.827345848083496,,3.0,10,3,15,15,0,0,0,6.0,99.46598477896639,1.0638381,6.6,3,4,3,5,1,0,0,0
82,293,484,,cpu,7,-1736.650032074791,-248.09286172497013,4,True,False,2,7,0,6,0.5303072077887399,0.020617576049906865,0.013638167642056942,2.35416909626552,2.3541693687438965,2.1228324345179965,2.3541693687438965,,2.142857142857143,10,5,15,15,0,0,0,6.866666666666666,121.87343044097646,1.9149526,10.6,3,4,3,5,1,0,0,0
83,109,491,,cpu,6,-1122.866342004939,-187.1443903341565,3,True,False,2,11,0,9,0.7775439818700155,0.02790550763408343,0.014682179472098747,2.746530612309774,2.7465309302012124,2.3587976495424905,2.7465309302012124,,2.5,10,4,15,15,0,0,0,9.466666666666667,200.98267567242928,2.3429184,10.6,3,4,3,5,0,0,0,2
84,186,195,,cpu,8,-1561.5274082754293,-195.19092603442866,5,True,False,2,7,0,7,0.1516284942626953,0.024720276007428765,0.013872952316887677,0.6866326928138733,0.6866326928138733,0.816071093082428,0.6866326928138733,,0.625,3,5,5,5,0,0,0,5.0,0.0,0.0,0.0,0,0,0,5,0,0,0,1
85,241,545,,cpu,7,-71.06764434767162,-10.152520621095945,0,True,False,,21,0,13,0.6497198002679008,0.01673597057483026,0.013741820651505674,2.6829782894679477,2.4495066915239607,2.2870584215436662,2.4495066915239607,,2.142857142857143,10,5,15,15,0,0,0,7.2,138.94228313422764,2.0662508,9.4,3,4,3,5,1,0,0,3
86,7,375,,cpu,12,-195.2066965713548,-16.267224714279568,0,True,False,,15,0,12,0.12936935822168985,0.0032908811990637332,0.01617512316443026,0.8664339780807495,0.8664339780807495,1.1672665278116863,0.8664339780807495,,1.25,10,10,15,15,0,0,0,11.0,301.42732635841577,2.9101267,10.6,3,4,3,5,1,0,0,3
87,277,340,,cpu,7,-734.8164161645835,-104.97377373779764,2,True,False,2,10,0,8,-0.21320574198450362,0.0025732423943866578,0.013064388185739517,2.35416909626552,2.35416909626552,2.116814817701067,2.35416909626552,,2.142857142857143,10,5,15,15,0,0,0,6.333333333333333,111.39117233735698,1.8764589,10.6,3,4,3,5,1,0,0,1
88,298,375,,cpu,7,-779.1039417162004,-111.30056310231434,2,True,False,2,14,0,11,-0.47870770522526335,0.011504590511322021,0.012849021569958754,2.35416909626552,2.3541693687438965,2.249690226146153,2.3541693687438965,,2.142857142857143,10,5,15,15,0,0,0,6.333333333333333,111.44701836985634,1.7659098,8.6,3,4,3,5,1,0,0,1
89,253,549,,cpu,7,-172.19492395437624,-24.599274850625175,0,True,False,,14,0,9,-0.3291161911828177,0.01413784282548087,0.012689589389732905,1.4853153909955705,1.4853153909955705,2.0772500038146973,1.4853153909955705,,2.142857142857143,10,5,15,15,0,0,0,6.866666666666666,121.46905042950678,1.9468964,10.6,3,4,3,5,1,0,0,1
90,206,559,,cpu,150,-41182.81575957288,-274.55210506381917,129,False,True,91,352,340,270,-0.7404091111114637,0.6911443606059341,0.10574762981384993,0.8732313960790634,0.8347146268685659,0.20597190737724305,0.8347146268685659,,0.9466666666666667,10,73,142,142,0,0,0,7.422535211267606,133.4984186584829,2.098705,8.6,31,38,28,45,19,7,0,22
91,276,242,,cpu,8,-153.5226173109274,-19.190327163865923,0,True,False,,16,0,13,-0.14648481830954552,0.003493570977298077,0.012968897935934365,1.5480397939682007,1.5527448654174805,1.8221554160118103,1.5527448654174805,,1.875,10,6,15,15,0,0,0,8.2,160.8276091010548,1.8706105,9.6,3,4,3,5,1,0,0,2
92,177,525,,cpu,9,-685.5259618548336,-76.16955131720373,2,True,False,2,11,0,8,-0.061662804749276906,0.00023316746981234045,0.012938580682708157,1.8310204082065158,1.8310204082065158,1.7981916533576117,1.8310204082065158,,1.6666666666666667,10,7,15,15,0,0,0,7.733333333333333,163.72561582391137,2.4093738,10.6,3,4,3,5,2,0,0,2
93,222,227,,cpu,150,-125179.55636135935,-834.5303757423957,415,False,True,47,204,204,149,-2.0089823583327235,5.628069754749692,0.17629340404644608,0.7619833060105642,0.7440865381558737,0.24605600108702977,0.7440865381558737,,0.7733333333333333,10,82,116,116,0,0,0,7.344827586206897,128.4117372893222,1.5698923,10.6,26,28,22,40,13,12,2,20
94,229,187,,cpu,11,-1019.2287575338522,-92.65715977580474,4,True,False,2,10,0,8,0.12852809104052457,0.029635962945493786,0.012786100195212797,0.49936923113736237,0.49936929616061126,0.5829340761358087,0.49936929616061126,,0.45454545454545453,3,9,5,5,0,0,0,5.0,0.0,0.0,0.0,0,0,0,5,0,0,0,3
95,86,426,,cpu,150,-19243.45033512596,-128.28966890083973,71,False,True,43,136,124,103,0.36347811110317707,0.39826061328756623,0.1552640668923656,0.8514620165030161,0.8799898938337962,0.2047945287823677,0.8799898938337962,,0.9533333333333334,10,69,143,143,0,0,0,6.979020979020979,125.6718941181185,1.7857796,10.6,33,38,27,45,19,6,0,13
96,150,360,,cpu,150,-66068.38932946154,-440.45592886307696,223,False,True,16,167,164,124,-0.7141605072716872,0.5583040289068595,0.14841988907506068,1.0131121329466501,0.9789415526390076,0.2560449326535066,0.9789415526390076,,0.92,10,76,138,138,0,0,0,7.572463768115942,157.03769968127378,2.0587723,10.6,33,37,26,42,20,7,2,15
97,88,472,,cpu,24,-2315.857260600958,-96.49405252503992,9,True,False,8,21,0,15,0.5272620022296906,0.09770675438145797,0.01651408961818864,1.1149420539538066,1.1149420539538066,0.7752474645773569,1.1149420539538066,,1.2916666666666667,10,15,31,31,0,0,0,6.193548387096774,93.0323061453819,1.8328981,10.6,7,8,6,10,3,1,2,1
98,155,539,,cpu,6,-1789.1320041480626,-298.18866735801043,5,True,False,2,6,0,6,1.175889531771342,0.07347483498354752,0.011220659439762434,2.746530612309774,2.746530612309774,2.444815993309021,2.746530612309774,,2.5,10,4,15,15,0,0,0,9.533333333333333,201.15556235362962,2.2309008,10.6,3,4,3,5,0,0,0,1
99,305,206,,cpu,7,-1914.6628900863132,-273.52327001233044,5,True,False,2,7,0,5,0.9971649135862078,0.07428502930062157,0.010868916021926063,2.35416909626552,2.35416909626552,2.0180395671299527,2.35416909626552,,2.142857142857143,10,5,15,15,0,0,0,8.4,171.4190019737752,2.1740756,10.6,3,4,3,5,1,0,0,1
100,219,149,,cpu,7,-281.4547269837352,-40.207818140533604,0,True,False,,14,0,13,0.808722836630685,0.0709771950330053,0.012051829802138465,1.4853153909955705,1.4853153909955705,1.6685703311647688,1.4853153909955705,,2.142857142857143,10,5,15,15,0,0,0,10.2,250.21758132633943,2.457529,10.6,3,4,3,5,0,0,0,2
